filename,pred_x,pred_y,true_x,true_y,distance
shiba_inu_25.jpg,80.3694,79.7494,79.9040,85.8919,6.1601
staffordshire_bull_terrier_106.jpg,91.1929,82.4415,117.9309,76.7260,27.3421
staffordshire_bull_terrier_96.jpg,106.9404,91.2311,77.5742,128.0280,47.0784
yorkshire_terrier_145.jpg,97.5315,112.4388,76.4233,151.3333,44.2531
Abyssinian_7.jpg,98.3906,79.5362,66.2840,58.8835,38.1755
american_bulldog_105.jpg,118.4613,109.4835,132.1140,129.2259,24.0033
american_bulldog_171.jpg,99.2611,73.8619,153.8300,50.8480,59.2233
american_bulldog_214.jpg,132.0099,72.9991,202.6786,44.4920,76.2018
american_pit_bull_terrier_40.jpg,88.3712,88.8823,140.1657,143.4640,75.2451
basset_hound_123.jpg,98.0876,85.6066,109.4140,85.2102,11.3334
basset_hound_16.jpg,117.7289,115.7571,172.4655,144.8260,61.9766
beagle_2.jpg,95.5127,119.5843,98.9720,155.8916,36.4717
Bengal_140.jpg,70.2200,83.2494,46.1567,76.5951,24.9664
Bengal_16.jpg,100.1444,124.1889,108.5060,158.8318,35.6378
Birman_118.jpg,101.3142,92.2099,164.6507,109.8680,65.7519
Birman_120.jpg,96.5915,110.7230,115.3160,124.6987,23.3651
Bombay_106.jpg,85.9134,89.8629,89.7126,93.5240,5.2761
Bombay_152.jpg,119.2583,104.0345,164.9297,137.0273,56.3419
chihuahua_112.jpg,113.5094,83.2166,118.0400,97.6100,15.0897
chihuahua_29.jpg,90.5098,101.5055,120.3373,98.5180,29.9768
Egyptian_Mau_187.jpg,113.0958,86.8166,135.4420,72.3939,26.5964
Egyptian_Mau_81.jpg,70.6215,76.8528,85.5284,83.5360,16.3365
english_setter_142.jpg,121.5849,95.5937,130.2012,106.2360,13.6931
english_setter_170.jpg,106.0100,91.5951,114.4080,111.9867,22.0532
great_pyrenees_117.jpg,78.6287,85.6673,99.8800,111.3813,33.3590
japanese_chin_141.jpg,93.3356,83.2161,100.3340,98.5479,16.8536
Maine_Coon_186.jpg,92.1972,68.1536,92.3272,70.3700,2.2203
Maine_Coon_227.jpg,76.7233,79.4684,90.8000,114.0044,37.2947
miniature_pinscher_145.jpg,92.1180,111.0502,81.7200,174.3773,64.1750
newfoundland_32.jpg,91.6966,73.1443,149.0542,60.3820,58.7603
pug_187.jpg,69.8557,96.5190,101.3933,98.8711,31.6253
pug_43.jpg,99.2983,72.2758,104.8740,87.2553,15.9836
Ragdoll_165.jpg,105.0279,82.3074,117.6024,93.0700,16.5515
Ragdoll_51.jpg,112.5262,87.9587,122.7027,99.8800,15.6741
Russian_Blue_263.jpg,64.5746,88.3984,55.9933,83.1093,10.0803
Russian_Blue_30.jpg,68.1986,86.1540,41.3140,96.3234,28.7436
samoyed_43.jpg,82.5889,106.3634,60.3820,183.0645,79.8512
scottish_terrier_178.jpg,73.1483,107.2252,90.8000,150.6517,46.8768
shiba_inu_103.jpg,81.0498,69.5099,106.6900,82.8550,28.9053
Sphynx_183.jpg,75.8478,76.4248,105.3280,51.7560,38.4399
Sphynx_43.jpg,97.1453,83.7421,121.3393,103.9660,31.5334
staffordshire_bull_terrier_175.jpg,67.9342,68.2777,52.4895,56.2960,19.5474
staffordshire_bull_terrier_186.jpg,96.6460,97.4669,33.5960,132.8297,72.2899
staffordshire_bull_terrier_197.jpg,86.5848,90.5560,71.2780,119.8560,33.0574
wheaten_terrier_104.jpg,105.2508,99.7557,143.9180,110.0028,40.0019
wheaten_terrier_172.jpg,94.3128,75.3834,100.4303,77.1800,6.3759
yorkshire_terrier_14.jpg,78.7385,79.5338,128.1657,77.1800,49.4833
yorkshire_terrier_165.jpg,114.2438,88.5262,123.9420,104.1173,18.3613
Abyssinian_131.jpg,65.3543,88.7565,75.9100,110.6625,24.3166
american_bulldog_76.jpg,101.9253,102.0952,107.1440,130.8829,29.2569
american_pit_bull_terrier_52.jpg,78.6095,69.0627,170.2500,58.1120,92.2925
basset_hound_18.jpg,120.7821,100.7068,145.2800,84.1413,29.5730
basset_hound_97.jpg,97.4460,93.5343,117.1320,141.5331,51.8789
beagle_130.jpg,70.4807,107.5414,78.0880,155.5707,48.6280
beagle_138.jpg,95.3521,80.5632,99.8800,84.7467,6.1647
beagle_24.jpg,52.5408,83.2691,53.5720,96.1497,12.9217
Bengal_104.jpg,83.3586,92.9704,101.6960,113.7451,27.7101
Bengal_110.jpg,104.9533,102.1788,136.6540,134.0121,44.9254
Bengal_120.jpg,80.8349,103.2355,88.5300,125.3040,23.3716
Bengal_151.jpg,60.6991,78.1573,64.3167,107.9511,30.0126
Birman_146.jpg,76.5480,63.1222,94.8860,44.7947,25.9265
Birman_8.jpg,87.7905,107.5059,117.4347,152.5440,53.9185
Bombay_162.jpg,97.1891,97.0169,114.1306,127.5033,34.8773
British_Shorthair_195.jpg,89.6694,120.3137,98.5180,151.9387,32.8396
chihuahua_59.jpg,81.4044,127.1453,78.5420,196.3243,69.2383
chihuahua_66.jpg,105.6054,91.3140,137.0180,103.5120,33.6978
english_cocker_spaniel_146.jpg,59.5456,96.3451,57.2040,105.0299,8.9949
english_setter_194.jpg,110.6323,126.4464,165.2560,154.3600,61.3426
english_setter_27.jpg,111.3719,101.7206,133.9300,132.3155,38.0120
german_shorthaired_28.jpg,116.3148,82.9751,130.2980,69.0080,19.7639
great_pyrenees_176.jpg,61.1849,80.7065,66.1289,85.3520,6.7841
japanese_chin_144.jpg,129.9652,119.4176,176.6060,127.7253,47.3749
leonberger_127.jpg,65.2098,92.9199,29.9640,58.7529,49.0882
leonberger_53.jpg,93.4339,89.2945,123.0340,96.2480,30.4059
miniature_pinscher_129.jpg,100.6727,95.4510,127.1200,120.0578,36.1241
miniature_pinscher_158.jpg,127.2942,110.7716,195.9767,137.2089,73.5949
Persian_87.jpg,87.2572,65.9857,100.5090,60.3820,14.3879
pomeranian_95.jpg,68.4188,110.9565,60.4880,138.0160,28.1978
pug_105.jpg,65.7919,75.2168,48.4267,73.5480,17.4453
Ragdoll_191.jpg,91.0664,79.9333,113.0460,104.7227,33.1302
saint_bernard_16.jpg,91.4291,81.9676,83.0820,139.8320,58.4634
samoyed_138.jpg,68.9055,93.6702,64.9220,98.6693,6.3921
samoyed_65.jpg,82.7500,81.9910,93.5240,130.7520,49.9371
samoyed_75.jpg,92.0980,91.4896,98.8438,109.8680,19.5773
samoyed_78.jpg,116.3782,73.7069,126.4624,76.7260,10.5264
shiba_inu_111.jpg,80.3231,103.3324,75.0613,136.6540,33.7344
Siamese_42.jpg,88.0686,83.0570,113.9540,114.4080,40.6564
Sphynx_248.jpg,125.6990,83.2669,148.0659,128.7041,50.6440
staffordshire_bull_terrier_132.jpg,82.4969,102.4337,87.1680,186.0991,83.7957
staffordshire_bull_terrier_35.jpg,87.6236,59.8699,108.0520,73.2453,24.4177
wheaten_terrier_125.jpg,95.8839,75.2608,183.4160,84.1413,87.9814
wheaten_terrier_40.jpg,100.2908,92.4136,118.2575,137.1080,48.1704
Abyssinian_191.jpg,141.1755,108.6338,177.0600,167.2098,68.6939
american_bulldog_50.jpg,103.4980,53.6884,124.3743,55.8420,20.9871
american_bulldog_72.jpg,104.6316,55.9525,131.1707,65.8300,28.3176
basset_hound_48.jpg,132.5122,83.1562,147.0960,95.3400,19.0035
Bengal_115.jpg,119.6309,66.5349,145.1982,54.9340,28.0761
Birman_25.jpg,96.8624,89.5608,101.2420,104.2973,15.3736
Birman_87.jpg,85.9318,88.6449,114.8620,112.5920,37.5556
boxer_135.jpg,68.7512,91.2759,42.6760,99.8800,27.4581
boxer_85.jpg,88.3558,57.1133,114.8620,68.8499,28.9883
British_Shorthair_135.jpg,102.8901,101.3529,110.3269,123.4880,23.3509
British_Shorthair_183.jpg,70.2086,104.1541,115.0133,185.2320,92.6341
British_Shorthair_2.jpg,124.1346,70.4335,148.8826,67.6873,24.8998
British_Shorthair_83.jpg,77.3277,100.6372,96.7020,111.1141,22.0256
chihuahua_34.jpg,74.6668,86.1249,119.8560,90.6637,45.4165
Egyptian_Mau_70.jpg,98.2118,98.9567,156.1760,180.0821,99.7054
Egyptian_Mau_87.jpg,108.9181,84.3295,163.4400,55.4504,61.6980
english_cocker_spaniel_102.jpg,74.4180,91.6658,44.0380,83.5360,31.4490
english_setter_90.jpg,121.2473,95.4214,157.5380,122.3353,45.1815
havanese_129.jpg,122.2640,93.9330,148.9120,100.3340,27.4060
keeshond_43.jpg,99.1480,60.0965,114.4080,45.4000,21.1862
Maine_Coon_136.jpg,101.2006,90.7831,109.2754,100.3340,12.5069
Maine_Coon_182.jpg,93.0338,80.6102,97.1886,106.6900,26.4086
miniature_pinscher_188.jpg,98.7172,88.4289,98.8711,104.4200,15.9918
newfoundland_166.jpg,66.6679,97.0552,46.3080,105.6607,22.1038
newfoundland_57.jpg,92.3676,94.9481,121.1451,108.5060,31.8113
Persian_132.jpg,80.8179,104.8381,73.6216,133.4760,29.5283
pomeranian_125.jpg,129.1797,112.7160,148.1806,125.6607,22.9913
pomeranian_4.jpg,72.4799,66.8235,76.7260,85.9573,19.5993
Ragdoll_205.jpg,103.0879,106.1014,113.0460,126.2887,22.5098
Ragdoll_88.jpg,90.0053,118.6509,111.2300,187.6533,72.1929
Russian_Blue_131.jpg,92.8607,73.2534,133.7787,79.4500,41.3846
Russian_Blue_181.jpg,64.3386,83.0002,59.9280,87.5181,6.3138
Russian_Blue_50.jpg,139.2952,102.8726,171.1580,116.6780,34.7250
samoyed_89.jpg,97.9483,73.8692,116.2186,86.7140,22.3337
scottish_terrier_151.jpg,81.3078,84.7397,103.0580,138.6213,58.1059
scottish_terrier_153.jpg,76.7321,102.4099,85.4669,165.2560,63.4502
scottish_terrier_92.jpg,95.7977,69.7069,120.3100,82.9162,27.8449
shiba_inu_177.jpg,118.0119,90.7489,109.7507,74.4560,18.2676
wheaten_terrier_145.jpg,104.3514,85.4434,112.1380,75.6667,12.4986
wheaten_terrier_152.jpg,105.5751,96.1388,119.8560,69.6133,30.1255
wheaten_terrier_182.jpg,107.9982,73.8454,130.0091,91.7080,28.3470
wheaten_terrier_50.jpg,90.1825,85.0877,114.4080,107.7057,33.1428
wheaten_terrier_55.jpg,82.5640,80.7292,113.9540,115.5389,46.8727
yorkshire_terrier_109.jpg,80.5421,99.2712,45.8540,128.1996,45.1676
Abyssinian_93.jpg,140.9238,71.2733,160.7160,69.6133,19.8617
american_bulldog_182.jpg,96.2609,113.7532,120.7640,161.6240,53.7774
american_bulldog_43.jpg,91.1009,54.9295,118.9480,41.6824,30.8375
basset_hound_125.jpg,111.5755,94.8494,129.8440,112.4775,25.3868
Bengal_54.jpg,148.7259,82.4262,198.3980,77.0179,49.9656
Birman_201.jpg,124.8821,86.0260,150.5767,98.1775,28.4230
boxer_66.jpg,65.9614,61.7698,77.6340,101.8061,41.7032
Egyptian_Mau_153.jpg,59.6291,77.7685,49.2289,70.8927,12.4675
english_cocker_spaniel_156.jpg,110.0124,81.0958,142.5560,56.9013,40.5519
english_setter_86.jpg,96.3411,83.7166,208.3860,79.6596,112.1183
german_shorthaired_180.jpg,80.5023,54.2570,96.8533,72.1860,24.2653
great_pyrenees_170.jpg,64.7924,74.4368,76.2720,68.4027,12.9688
havanese_15.jpg,114.6668,97.8484,137.3445,113.5000,27.5546
havanese_157.jpg,99.5795,75.3593,118.9480,100.4853,31.7247
havanese_16.jpg,71.6290,79.2335,81.2660,92.0270,16.0170
japanese_chin_67.jpg,89.6694,98.1223,40.8600,82.4336,51.2688
keeshond_126.jpg,139.8223,103.9024,193.8580,117.2493,55.6597
keeshond_13.jpg,92.1430,113.9406,104.1173,126.6660,17.4735
leonberger_120.jpg,96.2167,97.6316,118.4940,123.4880,34.1297
Maine_Coon_56.jpg,102.6165,86.2604,106.6900,101.1928,15.4780
miniature_pinscher_11.jpg,85.3714,109.2359,48.5780,156.7813,60.1192
miniature_pinscher_182.jpg,84.4623,77.5157,120.3100,116.0222,52.6100
miniature_pinscher_99.jpg,76.5048,81.4412,104.8740,102.9339,35.5914
newfoundland_105.jpg,64.3734,97.7336,69.0080,120.4613,23.1955
newfoundland_116.jpg,110.1334,114.1636,207.9320,151.9387,104.8404
pug_127.jpg,106.9291,123.9834,130.9033,149.3643,34.9136
pug_163.jpg,112.2354,87.9363,130.4218,73.3967,23.2840
pug_19.jpg,107.9966,120.5267,135.2920,142.3351,34.9378
Ragdoll_195.jpg,97.3406,89.6544,98.5180,123.0150,33.3814
Ragdoll_84.jpg,91.6889,118.0894,152.6967,133.0220,62.8087
Russian_Blue_91.jpg,50.5410,85.5023,56.2960,102.9067,18.3311
saint_bernard_10.jpg,80.1087,124.9409,80.8120,142.2533,17.3267
saint_bernard_184.jpg,63.5819,96.1280,55.8420,141.0427,45.5767
samoyed_133.jpg,114.3136,90.6316,143.9180,120.6577,42.1662
scottish_terrier_76.jpg,108.2571,82.9594,181.1460,111.4488,78.2588
shiba_inu_39.jpg,80.3800,97.5842,89.8340,119.9245,24.2584
Siamese_195.jpg,130.2093,101.1244,140.7400,124.0661,25.2431
Sphynx_124.jpg,81.1781,108.7689,103.0580,157.9920,53.8669
Sphynx_127.jpg,124.3295,88.1926,151.1054,117.5860,39.7608
Sphynx_55.jpg,95.4671,80.6306,134.2913,93.5240,40.9092
staffordshire_bull_terrier_180.jpg,81.3392,70.2762,103.0580,79.0751,23.4334
wheaten_terrier_107.jpg,68.0258,75.9962,67.6460,76.4759,0.6119
wheaten_terrier_90.jpg,87.2745,87.3259,100.3340,78.4617,15.7836
Russian_Blue_253.jpg,70.7250,89.6190,66.5867,85.8919,5.5693
pug_117.jpg,101.6158,79.6198,120.3100,113.1592,38.3974
saint_bernard_96.jpg,57.2165,69.6167,39.0440,73.8434,18.6575
newfoundland_62.jpg,93.9188,81.4281,104.8740,120.6577,40.7305
Persian_60.jpg,89.6216,98.0854,111.6840,106.3423,23.5568
basset_hound_111.jpg,82.4750,93.4960,115.7700,134.6958,52.9715
Siamese_93.jpg,94.7554,70.1463,164.8020,98.4779,75.5593
leonberger_108.jpg,78.5425,117.9715,69.4620,141.9978,25.6850
pug_68.jpg,103.4941,94.2778,118.4940,84.5285,17.8899
pomeranian_88.jpg,100.7766,113.5750,117.5860,144.0693,34.8204
boxer_3.jpg,105.9837,83.2820,175.2440,119.8560,78.3240
staffordshire_bull_terrier_16.jpg,76.3522,106.1034,96.7020,136.2000,36.3307
Birman_162.jpg,115.7115,65.1836,140.0060,78.0880,27.5090
Persian_58.jpg,112.4797,91.0354,130.7520,102.2523,21.4405
great_pyrenees_18.jpg,101.6675,76.2886,156.5354,90.3118,56.6316
yorkshire_terrier_43.jpg,92.1946,87.3018,107.4930,154.8140,69.2238
Bengal_189.jpg,119.0113,120.4835,185.8562,159.8458,77.5735
Sphynx_51.jpg,96.2169,92.7460,119.0153,108.5060,27.7154
wheaten_terrier_155.jpg,93.1769,87.3868,102.6040,109.5653,24.0989
scottish_terrier_51.jpg,114.9284,83.6790,143.0100,150.1227,72.1341
german_shorthaired_5.jpg,104.6669,87.3818,123.9420,82.3253,19.9273
scottish_terrier_180.jpg,79.1759,105.1853,84.5896,142.5560,37.7608
miniature_pinscher_16.jpg,87.1180,100.2089,95.4354,121.6720,23.0183
yorkshire_terrier_87.jpg,102.3104,112.2342,113.9540,162.9219,52.0079
Russian_Blue_205.jpg,91.3885,97.7473,157.9920,58.5660,77.2735
chihuahua_109.jpg,103.1742,93.3331,122.5800,80.7111,23.1496
Egyptian_Mau_76.jpg,152.1520,85.5679,183.5739,57.6958,42.0023
Persian_21.jpg,85.5291,70.1210,90.7088,81.2660,12.2899
american_bulldog_101.jpg,97.5835,76.4815,114.8620,84.9551,19.2445
american_pit_bull_terrier_132.jpg,90.2329,59.6417,97.5702,55.2367,8.5580
British_Shorthair_118.jpg,109.6730,98.3304,132.9279,102.1500,23.5665
Sphynx_172.jpg,143.8276,126.2299,168.8880,140.8735,29.0251
german_shorthaired_35.jpg,85.7175,67.1823,110.7760,80.0580,28.1729
boxer_65.jpg,110.6042,83.6853,108.5060,84.0195,2.1246
yorkshire_terrier_190.jpg,86.6327,76.1893,96.7266,93.9780,20.4530
american_bulldog_20.jpg,90.3826,71.0067,99.6144,44.4920,28.0758
german_shorthaired_188.jpg,93.1062,95.2662,98.5180,128.3307,33.5044
Abyssinian_40.jpg,73.7471,64.0092,87.2971,77.9757,19.4593
pomeranian_196.jpg,110.4356,65.4713,122.6205,67.3433,12.3279
Egyptian_Mau_168.jpg,65.8272,76.6551,46.9133,63.9306,22.7958
leonberger_138.jpg,88.3681,61.0813,81.7200,43.6276,18.6769
Russian_Blue_102.jpg,91.0190,103.5788,103.5120,132.6446,31.6370
german_shorthaired_101.jpg,103.3083,87.0889,110.1618,120.3100,33.9206
japanese_chin_149.jpg,92.1156,97.7586,98.9720,100.4985,7.3836
Abyssinian_9.jpg,55.1602,84.1557,65.5778,97.8753,17.2265
american_bulldog_217.jpg,102.1874,107.3738,31.7800,197.1866,114.1208
american_bulldog_25.jpg,97.7856,68.7644,119.6168,69.9160,21.8615
basset_hound_109.jpg,68.4552,81.9425,35.1093,63.5600,38.0770
basset_hound_37.jpg,93.9839,97.9142,96.8533,122.1260,24.3813
basset_hound_67.jpg,78.7860,95.7546,99.4260,109.7507,24.9380
beagle_183.jpg,129.8309,111.4448,156.1760,149.2525,46.0813
beagle_186.jpg,95.6577,112.5090,157.9920,178.7455,90.9552
beagle_38.jpg,60.3158,83.2103,42.2220,39.5303,47.2793
beagle_97.jpg,91.0363,106.9259,88.0760,158.9716,52.1298
Birman_151.jpg,124.0160,77.3412,157.3867,95.7940,38.1327
Bombay_208.jpg,116.2979,97.4757,158.9000,133.1733,55.5812
boxer_156.jpg,118.1403,104.8058,142.6676,111.2300,25.3547
boxer_64.jpg,101.7301,115.1939,127.5740,134.8380,32.4622
chihuahua_146.jpg,89.9499,111.8136,99.1233,130.1467,20.5001
chihuahua_180.jpg,79.9504,72.6855,86.4266,94.5833,22.8354
chihuahua_38.jpg,74.0479,127.4871,53.1180,143.4640,26.3310
Egyptian_Mau_224.jpg,119.1212,90.2787,147.5500,90.4825,28.4295
english_cocker_spaniel_165.jpg,92.8141,75.6144,93.9780,88.3787,12.8173
english_cocker_spaniel_177.jpg,140.9476,107.4683,162.9860,111.2300,22.3571
english_setter_26.jpg,84.9080,75.2069,72.9399,79.4500,12.6979
german_shorthaired_7.jpg,89.9167,61.1174,119.2943,54.9340,30.0213
great_pyrenees_48.jpg,115.7154,67.9418,142.1559,60.8360,27.3787
havanese_71.jpg,116.2625,77.3425,135.2920,94.7478,25.7889
havanese_92.jpg,61.8818,80.7155,86.2600,95.7940,28.6646
keeshond_8.jpg,59.5742,73.5073,47.5281,93.1646,23.0546
keeshond_88.jpg,71.0740,82.9079,103.5120,85.3520,32.5300
leonberger_67.jpg,90.8105,76.8046,104.3256,89.4380,18.5003
miniature_pinscher_106.jpg,74.3364,110.6137,64.0140,175.6350,65.8356
pomeranian_71.jpg,115.6222,89.1272,142.1020,75.4461,29.8052
pug_126.jpg,107.1954,62.9950,120.7685,67.3433,14.2526
pug_88.jpg,108.2307,54.1603,121.3393,62.1980,15.3767
Ragdoll_170.jpg,117.9902,98.3389,132.5680,95.7229,14.8107
Ragdoll_7.jpg,101.4848,65.3834,101.5706,67.6460,2.2642
samoyed_103.jpg,85.7923,99.2036,102.6040,124.6987,30.5390
samoyed_168.jpg,73.5247,68.6572,70.8949,64.9220,4.5682
samoyed_187.jpg,89.7445,79.2796,107.3832,83.5360,18.1450
scottish_terrier_184.jpg,97.9459,98.2313,112.1380,107.0240,16.6951
scottish_terrier_199.jpg,109.6819,118.0976,93.6717,176.1520,60.2216
shiba_inu_161.jpg,87.6976,83.3676,90.3460,106.5387,23.3219
shiba_inu_212.jpg,88.8903,90.4498,94.8860,121.6720,31.7927
Sphynx_53.jpg,73.1117,68.1475,95.2914,91.2540,32.0289
staffordshire_bull_terrier_123.jpg,83.2908,85.7422,72.6400,98.6693,16.7496
wheaten_terrier_18.jpg,72.8240,71.9975,71.7922,74.0020,2.2545
shiba_inu_68.jpg,91.1089,123.5657,92.6160,173.1471,49.6044
chihuahua_60.jpg,123.6582,109.4593,167.5260,159.8080,66.7785
japanese_chin_185.jpg,82.8250,104.2613,64.4680,113.2052,20.4199
pomeranian_73.jpg,106.9547,86.9171,123.4880,119.9760,36.9627
Egyptian_Mau_165.jpg,118.1822,106.4539,183.2848,143.0573,74.6870
keeshond_156.jpg,103.9048,109.6809,125.7580,141.0427,38.2246
great_pyrenees_26.jpg,127.7085,84.2685,137.1080,67.7973,18.9645
keeshond_24.jpg,80.4133,93.9233,97.9343,129.8440,39.9660
saint_bernard_7.jpg,82.2069,56.4744,101.6960,67.4865,22.3851
British_Shorthair_103.jpg,61.1996,98.9978,74.9100,141.1081,44.2861
yorkshire_terrier_163.jpg,118.9646,88.6155,133.4760,105.9333,22.5940
scottish_terrier_91.jpg,112.4324,77.3424,172.4655,89.8920,61.3307
american_bulldog_135.jpg,111.4989,72.1954,147.5500,62.5269,37.3251
shiba_inu_1.jpg,104.4809,77.3935,114.4080,113.8027,37.7383
Birman_106.jpg,97.5703,70.2446,126.6660,53.8747,33.3846
havanese_49.jpg,109.6640,95.1060,118.0400,124.0933,30.1732
British_Shorthair_110.jpg,100.2232,108.1685,107.5980,147.2432,39.7646
Persian_39.jpg,98.8558,82.4745,115.2042,95.3400,20.8036
Bengal_167.jpg,92.4868,115.0990,102.9067,160.4133,46.4969
beagle_91.jpg,109.1083,88.4183,152.5440,108.9600,48.0481
boxer_111.jpg,103.1838,83.9507,135.7460,114.5225,44.6647
Ragdoll_134.jpg,112.7562,82.2308,158.3563,92.1620,46.6690
wheaten_terrier_163.jpg,123.1784,90.5235,145.8853,123.9420,40.4030
english_setter_70.jpg,77.7221,86.5776,86.2600,77.1045,12.7528
Sphynx_99.jpg,80.8083,96.6478,42.6760,166.7397,79.7932
Persian_22.jpg,120.9596,110.2639,143.4640,118.6126,24.0031
american_bulldog_100.jpg,90.3440,84.2038,116.6780,122.0210,46.0828
miniature_pinscher_136.jpg,84.0616,79.3267,110.4733,93.8267,30.1302
leonberger_173.jpg,68.7773,74.0544,62.6520,84.9551,12.5037
boxer_99.jpg,76.3808,71.7023,76.5783,78.5420,6.8426
shiba_inu_210.jpg,84.1214,103.7264,95.3400,173.1253,70.2999
Siamese_14.jpg,52.7559,78.6928,61.2900,97.4805,20.6351
american_pit_bull_terrier_21.jpg,87.8062,87.3513,86.7140,114.9974,27.6677
german_shorthaired_92.jpg,121.2048,82.4482,171.3093,69.4620,51.7601
miniature_pinscher_194.jpg,90.4388,101.6894,96.8533,131.7411,30.7286
Bombay_60.jpg,78.9738,106.0933,154.8140,137.3310,82.0215
Bombay_66.jpg,69.4724,109.5933,87.6220,165.8613,59.1228
basset_hound_64.jpg,117.4245,78.7831,154.3600,63.5600,39.9496
Ragdoll_178.jpg,80.0788,80.0535,91.3453,101.2420,23.9977
great_pyrenees_143.jpg,105.2012,101.7183,112.5920,120.2141,19.9177
japanese_chin_160.jpg,84.8769,85.4615,85.8060,89.0329,3.6903
Persian_166.jpg,132.5213,85.4770,171.8714,102.6040,42.9158
Maine_Coon_21.jpg,74.4923,71.1259,89.5893,78.9960,17.0252
english_setter_182.jpg,80.7943,100.9259,78.0880,115.8163,15.1344
Abyssinian_128.jpg,56.5559,75.0749,29.5100,84.7467,28.7232
Abyssinian_144.jpg,62.3535,64.8025,85.3520,87.2591,32.1439
american_bulldog_11.jpg,78.2138,78.7939,78.0880,123.4880,44.6943
american_pit_bull_terrier_168.jpg,104.5245,64.8654,139.5104,64.3167,34.9903
basset_hound_155.jpg,107.0955,94.7310,136.6540,107.0240,32.0129
basset_hound_49.jpg,129.2857,108.0061,172.0660,72.6400,55.5060
beagle_123.jpg,102.4112,121.6651,119.4020,125.9093,17.5129
beagle_147.jpg,94.1956,106.5252,77.1800,132.1343,30.7467
beagle_149.jpg,104.3736,119.8468,93.9780,150.6517,32.5116
Bengal_157.jpg,91.0777,120.2248,111.7672,174.4024,57.9937
Bengal_182.jpg,81.5735,86.7373,94.7952,109.0883,25.9689
Bengal_28.jpg,100.7285,62.8880,115.2042,56.7500,15.7232
Birman_166.jpg,84.3440,78.3392,115.3160,89.3003,32.8544
Bombay_10.jpg,105.9286,98.2333,132.1140,103.5120,26.7122
boxer_96.jpg,102.8058,122.7564,133.9300,154.0702,44.1505
British_Shorthair_188.jpg,128.8193,84.4156,131.4567,91.2540,7.3294
chihuahua_128.jpg,108.1659,100.8939,119.5533,116.0222,18.9352
chihuahua_36.jpg,118.4672,111.0731,128.9360,133.3283,24.5946
Egyptian_Mau_43.jpg,74.0322,71.7555,84.8980,70.8240,10.9056
english_cocker_spaniel_194.jpg,104.9488,70.2305,151.6360,66.5867,46.8292
havanese_14.jpg,94.4078,94.2096,137.5620,136.3363,60.3071
havanese_26.jpg,80.6039,113.8093,96.1171,129.3900,21.9868
havanese_94.jpg,94.1964,85.1086,118.0400,105.3280,31.2625
